,relationtype,targetobject,targetftplink,srr
1,SRA,SRP092408,ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByStudy/sra/SRP/SRP092/SRP092408/,"[""SRR4785970"",""SRR4785971"",""SRR4785972"",""SRR4785973"",""SRR4785974"",""SRR4785975"",""SRR4785976"",""SRR4785977"",""SRR4785978"",""SRR4785979"",""SRR4785980"",""SRR4785981"",""SRR4785982"",""SRR4785983"",""SRR4785984"",""SRR4785985"",""SRR4785986"",""SRR4785987"",""SRR4785988"",""SRR4785989"",""SRR4785990"",""SRR4785991"",""SRR4785992"",""SRR4785993"",""SRR4785994"",""SRR4785995"",""SRR4785996"",""SRR4785997"",""SRR4785998"",""SRR4785999"",""SRR4786000"",""SRR4786001"",""SRR4786002"",""SRR4786003"",""SRR4786004"",""SRR4786005"",""SRR4786006"",""SRR4786007"",""SRR4786008"",""SRR4786009"",""SRR4786010"",""SRR4786011"",""SRR4786012"",""SRR4786013"",""SRR4786014"",""SRR4786015"",""SRR4786016"",""SRR4786017"",""SRR4786018"",""SRR4786019"",""SRR4786020"",""SRR4786021"",""SRR4786022"",""SRR4786023"",""SRR4786024"",""SRR4786025"",""SRR4786026"",""SRR4786027"",""SRR4786028"",""SRR4786029"",""SRR4785910"",""SRR4785911"",""SRR4785912"",""SRR4785913"",""SRR4785914"",""SRR4785915"",""SRR4785916"",""SRR4785917"",""SRR4785918"",""SRR4785919"",""SRR4785920"",""SRR4785921"",""SRR4785922"",""SRR4785923"",""SRR4785924"",""SRR4785925"",""SRR4785926"",""SRR4785927"",""SRR4785928"",""SRR4785929"",""SRR4785930"",""SRR4785931"",""SRR4785932"",""SRR4785933"",""SRR4785934"",""SRR4785935"",""SRR4785936"",""SRR4785937"",""SRR4785938"",""SRR4785939"",""SRR4785940"",""SRR4785941"",""SRR4785942"",""SRR4785943"",""SRR4785944"",""SRR4785945"",""SRR4785946"",""SRR4785947"",""SRR4785948"",""SRR4785949"",""SRR4785950"",""SRR4785951"",""SRR4785952"",""SRR4785953"",""SRR4785954"",""SRR4785955"",""SRR4785956"",""SRR4785957"",""SRR4785958"",""SRR4785959"",""SRR4785960"",""SRR4785961"",""SRR4785962"",""SRR4785963"",""SRR4785964"",""SRR4785965"",""SRR4785966"",""SRR4785967"",""SRR4785968"",""SRR4785969"",""SRR4785850"",""SRR4785851"",""SRR4785852"",""SRR4785853"",""SRR4785854"",""SRR4785855"",""SRR4785856"",""SRR4785857"",""SRR4785858"",""SRR4785859"",""SRR4785860"",""SRR4785861"",""SRR4785862"",""SRR4785863"",""SRR4785864"",""SRR4785865"",""SRR4785866"",""SRR4785867"",""SRR4785868"",""SRR4785869"",""SRR4785870"",""SRR4785871"",""SRR4785872"",""SRR4785873"",""SRR4785874"",""SRR4785875"",""SRR4785876"",""SRR4785877"",""SRR4785878"",""SRR4785879"",""SRR4785880"",""SRR4785881"",""SRR4785882"",""SRR4785883"",""SRR4785884"",""SRR4785885"",""SRR4785886"",""SRR4785887"",""SRR4785888"",""SRR4785889"",""SRR4785890"",""SRR4785891"",""SRR4785892"",""SRR4785893"",""SRR4785894"",""SRR4785895"",""SRR4785896"",""SRR4785897"",""SRR4785898"",""SRR4785899"",""SRR4785900"",""SRR4785901"",""SRR4785902"",""SRR4785903"",""SRR4785904"",""SRR4785905"",""SRR4785906"",""SRR4785907"",""SRR4785908"",""SRR4785909"",""SRR4785812"",""SRR4785813"",""SRR4785814"",""SRR4785815"",""SRR4785816"",""SRR4785817"",""SRR4785818"",""SRR4785819"",""SRR4785820"",""SRR4785821"",""SRR4785822"",""SRR4785823"",""SRR4785824"",""SRR4785825"",""SRR4785826"",""SRR4785827"",""SRR4785828"",""SRR4785829"",""SRR4785830"",""SRR4785831"",""SRR4785832"",""SRR4785833"",""SRR4785834"",""SRR4785835"",""SRR4785836"",""SRR4785837"",""SRR4785838"",""SRR4785839"",""SRR4785840"",""SRR4785841"",""SRR4785842"",""SRR4785843"",""SRR4785844"",""SRR4785845"",""SRR4785846"",""SRR4785847"",""SRR4785848"",""SRR4785849"",""""]"
